summary,temperature,humidity,visibility,wind_speed,cloud_cover,precip_intensity
Drizzle,58.99,0.63,9.75,10.23,0.61,0.0102
Drizzle,58.41,0.66,9.53,9.69,0.42,0.007
Drizzle,57.33,0.71,9.38,8.83,0.44,0.017
Drizzle,58.29,0.69,9.41,10.38,0.58,0.0104
Cloudy,58.51,0.65,9.59,9.37,0.58,0.0035
Cloudy,58.58,0.64,9.71,10.57,0.42,0.0008
Cloudy,59.1,0.59,9.94,9.52,0.46,0
Cloudy,58.66,0.54,10,9.32,0.52,0
Cloudy,57.82,0.58,10,7.32,0.64,0
Cloudy,55.86,0.65,9.95,5.29,0.76,0
Cloudy,53.91,0.7,9.61,4.27,0.71,0
Cloudy,52.19,0.73,9.47,5.01,0.47,0
Cloudy,51.31,0.73,9.53,4.8,0.41,0
Clear,51.37,0.67,10,3.2,0.03,0
Clear,49.94,0.67,10,3.88,0.01,0
Clear,48.68,0.7,10,3.23,0.01,0
Clear,47.44,0.73,10,4.32,0,0
Clear,46.25,0.75,10,5.24,0,0
Clear,45.48,0.78,10,5.8,0,0
Clear,45.14,0.79,10,7.12,0,0
Clear,44.72,0.79,10,7.44,0.01,0
Clear,46.29,0.77,10,6.71,0.01,0
Clear,50.4,0.68,10,5.48,0.01,0
Clear,55.86,0.58,10,4.39,0.01,0
Clear,60.55,0.49,10,3.38,0.01,0
Clear,64.78,0.41,10,2.73,0.01,0
Clear,68.34,0.35,10,3.58,0.01,0
Clear,69.74,0.33,10,3.77,0.01,0
Clear,71.29,0.29,10,2.88,0.01,0
Clear,72.33,0.28,10,2.4,0.01,0
Clear,72.07,0.27,10,2.88,0.01,0
Clear,71.7,0.28,10,2.5,0.01,0
Clear,69.88,0.31,10,2.08,0,0
Clear,65.43,0.36,10,2.02,0,0
Clear,60.78,0.46,10,0.93,0,0
Clear,56.38,0.56,10,0.6,0,0
Clear,53.84,0.63,9.98,1.19,0,0
Clear,52.4,0.66,9.94,0.83,0,0
Clear,49.82,0.73,9.89,0.84,0,0
Clear,48.8,0.77,9.89,1.01,0,0
Clear,47.58,0.8,9.85,1.59,0,0
Clear,46.51,0.82,9.79,1.74,0,0
Clear,45.1,0.83,9.78,1.73,0,0
Clear,45.28,0.83,9.75,1.67,0,0
Clear,43.51,0.83,9.75,1.9,0.01,0
Clear,46.85,0.83,9.7,1.61,0.01,0
Clear,55.36,0.7,9.86,2.32,0.01,0
Clear,61.22,0.56,10,3.23,0.01,0
Clear,67.1,0.46,10,3.16,0.01,0
Clear,71.51,0.39,10,3.58,0.01,0
Clear,73.97,0.34,10,3.36,0.01,0
Clear,75.61,0.31,10,3.37,0.01,0
Clear,76.27,0.3,10,4.25,0.01,0
Clear,76.67,0.29,10,4.7,0.01,0
Clear,76.51,0.29,10,5.16,0.01,0
Clear,75.69,0.29,10,5.3,0.01,0
Clear,73.71,0.31,10,4.7,0,0
Clear,68.55,0.35,10,3.82,0,0
Clear,63.87,0.42,10,3.33,0,0
Clear,62.15,0.47,10,3.37,0,0
Clear,59.09,0.53,10,2.85,0,0
Clear,58,0.59,10,3.52,0,0
Clear,58.37,0.61,10,3.38,0,0
Clear,56.45,0.63,10,3.07,0,0
Clear,55.62,0.62,10,4.6,0,0
Clear,54.9,0.63,10,3.83,0,0
Clear,54.72,0.65,10,3.58,0,0
Clear,52.77,0.66,10,3.23,0,0
Clear,51.56,0.7,10,2.55,0,0
Clear,53.3,0.72,9.88,3.57,0,0
Clear,60.02,0.67,10,4,0,0
Clear,65.98,0.61,10,6.08,0,0
Clear,69.93,0.54,10,7.03,0.01,0
Clear,73.67,0.48,10,7.01,0.01,0
Clear,76.53,0.44,10,7.17,0.01,0
Clear,78.9,0.39,10,6.71,0.01,0
Clear,80.08,0.37,10,5.29,0.01,0
Clear,80.88,0.35,10,5.48,0.02,0
Clear,81,0.33,10,5.34,0.02,0
Clear,80.16,0.33,10,5.04,0.02,0
Clear,77.99,0.35,10,4.62,0,0
Clear,72.87,0.41,10,3.45,0,0
Clear,69.05,0.49,10,3.2,0,0
Clear,65.77,0.57,10,1.94,0,0
Clear,64.12,0.6,10,2.34,0,0
Clear,61.51,0.65,9.96,4.27,0.09,0
Clear,60.5,0.63,9.97,4.32,0.1,0
Clear,59.19,0.66,9.96,3.61,0.1,0
Clear,57.77,0.67,9.95,3.53,0.11,0
Clear,54.77,0.68,9.93,4.36,0.11,0
Clear,53.75,0.72,9.93,3.97,0.11,0
Clear,52.12,0.76,9.89,3.18,0.11,0
Clear,51.43,0.78,9.85,3.63,0.1,0
Clear,53.48,0.78,9.84,2.15,0.11,0
Clear,60.97,0.66,9.98,3.07,0.11,0
Clear,67.27,0.57,10,4.88,0.1,0
Clear,72.77,0.48,10,4.71,0.11,0
Clear,75.89,0.44,10,5.52,0.04,0
Clear,77.55,0.42,10,5.78,0.04,0
Clear,78.51,0.41,10,6.55,0.03,0
Clear,79.5,0.4,10,6.36,0.02,0
Clear,79.54,0.39,10,6.8,0.02,0
Clear,78.9,0.38,10,6.81,0.01,0
Clear,77.97,0.39,10,6.11,0.01,0
Clear,75.84,0.41,10,6.01,0.01,0
Clear,72.07,0.39,10,6.12,0.03,0
Clear,69.03,0.41,10,6.09,0.02,0
Clear,66.16,0.46,10,5.94,0.01,0
Clear,64.15,0.52,10,5.88,0.02,0
Clear,61.89,0.61,9.99,6.35,0.09,0
Clear,60.74,0.73,9.92,6.79,0.11,0
Cloudy,59.33,0.82,9.87,6.9,0.32,0
Cloudy,59.21,0.86,9.83,7.29,0.75,0
Cloudy,59.6,0.88,9.79,7.7,0.61,0
Cloudy,59.5,0.89,9.78,7.36,0.66,0
Cloudy,60.47,0.88,9.77,7.65,0.84,0
Cloudy,60.99,0.87,9.76,6.18,0.86,0
Cloudy,62.39,0.83,9.75,2.9,0.8,0.0013
Cloudy,63.72,0.79,9.79,2.97,0.71,0.001
Cloudy,66.48,0.74,9.84,2.53,0.58,0
Clear,70.28,0.62,9.98,3.53,0.04,0
Clear,74.5,0.45,10,5.36,0.04,0
Clear,75.89,0.39,10,5.97,0.04,0
Clear,77.74,0.34,10,6.18,0.03,0
Clear,79.43,0.31,10,6.55,0.02,0
Clear,80.04,0.28,10,5.95,0.03,0
Clear,79.93,0.27,10,4.77,0.03,0
Clear,78.91,0.27,10,3.52,0.03,0
Clear,76.38,0.29,10,3.49,0.01,0
Clear,71.64,0.31,10,2.21,0.04,0
Clear,66.18,0.41,10,1.55,0.04,0
Clear,61.83,0.49,10,1.7,0.02,0
Clear,58.59,0.56,10,0.8,0.01,0
Clear,57.23,0.6,10,0.27,0.03,0
Clear,54.53,0.64,9.99,0.86,0.02,0
Clear,53.07,0.69,9.94,1.34,0.04,0
Clear,51.86,0.72,9.92,2.41,0.04,0
Clear,50.77,0.75,9.9,2.48,0.06,0
Clear,49.6,0.76,9.87,1.55,0.05,0
Clear,48.74,0.78,9.86,1.32,0.05,0
Clear,48.44,0.78,9.84,0.79,0.06,0
Clear,51.8,0.76,9.86,2.25,0.1,0
Clear,59.48,0.63,10,2.3,0.15,0
Clear,65.63,0.55,10,3.63,0.19,0
Clear,72.48,0.45,10,5.14,0.21,0
Clear,77.74,0.36,10,6.14,0.21,0
Clear,80.08,0.31,10,6.08,0.2,0
Clear,81.83,0.28,10,6.62,0.18,0
Clear,82.15,0.27,10,6.51,0.13,0
Clear,81.99,0.28,10,5.53,0.18,0
Clear,81.81,0.29,10,4.74,0.15,0
Clear,80.64,0.31,10,4.37,0.1,0
Clear,78.04,0.34,10,3.3,0.05,0
Clear,73.22,0.39,10,2.41,0.08,0
Clear,68.57,0.47,10,2.82,0.08,0
Clear,65.83,0.54,10,1.4,0.06,0
Clear,62.15,0.59,10,1.26,0.04,0
Cloudy,61.43,0.62,10,2.26,0.3,0
Cloudy,58.35,0.66,10,1.96,0.29,0
Cloudy,58.15,0.68,10,2.56,0.32,0
Clear,57.75,0.71,10,0.91,0.23,0
Clear,57.91,0.72,10,0.96,0.22,0
Cloudy,56.05,0.75,10,2.27,0.26,0
Cloudy,56.15,0.74,10,1.56,0.26,0
Cloudy,57.6,0.68,10,2.16,0.27,0
Cloudy,59.11,0.64,10,3.3,0.28,0
Cloudy,63.78,0.55,9.99,4.98,0.28,0
Cloudy,67.24,0.47,9.98,6.56,0.3,0
Cloudy,70.67,0.4,9.99,6.83,0.35,0
Cloudy,73.2,0.37,10,6.49,0.42,0
Cloudy,74.91,0.34,10,6.18,0.41,0
Cloudy,76.46,0.33,9.99,6.13,0.4,0
Cloudy,77.51,0.32,9.98,6.45,0.34,0
Cloudy,77.05,0.33,9.99,6.68,0.26,0
Cloudy,77.37,0.34,9.99,6.37,0.29,0
Cloudy,76.72,0.34,9.99,6.37,0.26,0
Clear,75.07,0.35,10,5.11,0.12,0
Clear,71.89,0.36,10,3.6,0.11,0
Clear,68.9,0.42,10,3.04,0.23,0
Cloudy,67.35,0.45,10,2.69,0.25,0
Cloudy,65.98,0.48,10,2.43,0.3,0
Cloudy,64.41,0.58,10,4.01,0.52,0
Cloudy,63.12,0.62,10,2.6,0.58,0
Cloudy,61.98,0.66,10,2.9,0.56,0
Cloudy,61.6,0.68,10,2.91,0.52,0
Cloudy,60.37,0.71,10,3.36,0.52,0
Cloudy,59.44,0.73,9.99,3.54,0.58,0
Cloudy,58.28,0.75,9.74,4.14,0.69,0
Cloudy,59.02,0.77,9.61,4.31,0.74,0
Cloudy,59.76,0.77,9.58,4.34,0.75,0.001
Cloudy,62.58,0.75,8.63,5.31,0.71,0.0022
Cloudy,64.96,0.73,9.94,7.91,0.5,0.0032
Cloudy,67.97,0.69,9.98,7.69,0.45,0.0036
Cloudy,70.1,0.61,10,7.76,0.47,0.0037
Cloudy,70.94,0.61,10,7.73,0.53,0.004
Cloudy,72.53,0.61,10,8.85,0.58,0.0046
Drizzle,73.77,0.59,9.98,9.29,0.5,0.0053
Drizzle,75.18,0.58,9.98,9.52,0.47,0.0056
Drizzle,75.55,0.56,9.97,9.44,0.55,0.005
Cloudy,75.65,0.52,9.97,9.33,0.67,0.0028
Cloudy,74.21,0.53,9.99,9.09,0.32,0.0014
Cloudy,71.18,0.55,10,8.89,0.25,0
Clear,69.4,0.59,10,9.47,0.14,0
Clear,67.3,0.64,9.98,9.83,0.23,0
Cloudy,66.1,0.72,9.8,9.68,0.39,0
Cloudy,66.17,0.81,9.91,7.75,0.48,0
Cloudy,65.81,0.86,9.91,7.87,0.73,0
Cloudy,65.19,0.88,9.91,8.14,0.83,0
Cloudy,65.47,0.9,9.88,8.02,0.61,0.001
Cloudy,65.38,0.9,9.87,7.94,0.76,0.0015
Cloudy,64.95,0.91,9.85,7.61,0.77,0.0018
Cloudy,64.58,0.91,9.84,7.42,0.66,0.0021
Cloudy,65.1,0.92,9.77,6.9,0.81,0.0022
Cloudy,65.68,0.91,9.52,7.6,0.67,0.0018
Cloudy,66.45,0.9,9.53,8.53,0.9,0.0011
Cloudy,68,0.88,9.64,6.51,0.76,0
Overcast,69.28,0.84,9.88,6.29,0.95,0
Cloudy,71.99,0.77,9.95,6.56,0.92,0
Cloudy,73.1,0.75,9.97,6.96,0.68,0
Cloudy,75.48,0.71,9.97,6.45,0.8,0
Cloudy,78.07,0.64,9.97,7.31,0.87,0
Cloudy,77.63,0.64,9.97,6.79,0.4,0
Cloudy,76.51,0.66,9.97,6.15,0.31,0
Cloudy,75.4,0.7,9.9,8.2,0.3,0.0015
Cloudy,74,0.75,9.86,7.25,0.82,0
Cloudy,72.27,0.8,9.84,6.86,0.93,0
Cloudy,72.22,0.82,9.82,8.2,0.78,0.003
Cloudy,71.72,0.84,9.77,8.42,0.82,0
Overcast,71.23,0.87,9.81,8.4,1,0
Cloudy,70.41,0.89,9.99,7.44,0.91,0.0017
Overcast,70.16,0.9,10,10.1,1,0.0021
Overcast,69.75,0.91,9.87,5.63,1,0.0009
Overcast,69.35,0.92,9.6,5.22,0.99,0
Overcast,69.12,0.92,9.38,5.53,0.97,0.0009
Cloudy,69.55,0.92,9.49,4.72,0.84,0.0015
Overcast,69.14,0.92,9.81,3.7,0.97,0.0024
Cloudy,69.54,0.92,9.77,4.47,0.82,0.0033
Overcast,69.81,0.92,9.27,2.95,1,0.0041
Overcast,70.14,0.91,9.28,2.41,1,0.0049
Drizzle,71.61,0.9,9.36,2.73,1,0.0051
Cloudy,72.61,0.88,9.53,3.08,0.81,0.004
Cloudy,76.87,0.81,9.42,4.23,0.55,0.0023
Cloudy,80.09,0.76,9.44,4.2,0.35,0.001
Cloudy,82.28,0.69,9.7,3.39,0.37,0
Cloudy,84.44,0.63,9.86,3.26,0.66,0
Clear,84.87,0.61,9.91,3.43,0.24,0
Clear,84.82,0.6,9.89,2.72,0.14,0
Drizzle,83.73,0.6,9.88,4.31,0.12,0.007
Drizzle,82.34,0.63,9.89,5.49,0.06,0.0189
Clear,78.61,0.75,9.63,4.92,0.01,0
Clear,75.53,0.87,8.17,4,0.01,0
Clear,73.47,0.92,7.96,3.1,0.01,0
Clear,72.27,0.93,7.3,2.39,0.06,0
Cloudy,70.44,0.94,6.11,1.15,0.31,0.001
Cloudy,69.94,0.94,5.27,2.94,0.39,0.0009
Cloudy,68.26,0.89,9.16,3.68,0.61,0
Cloudy,65.22,0.9,9.55,4.7,0.88,0
Cloudy,63.96,0.91,9.54,5.28,0.75,0
Cloudy,64.21,0.91,9.52,5.01,0.91,0
Overcast,63.33,0.92,9.48,4.54,0.95,0.0011
Overcast,63.29,0.92,9.45,4.44,0.98,0.0016
Overcast,62.96,0.92,9.44,4.38,0.96,0.0018
Overcast,63.86,0.9,9.46,5.16,0.94,0.0019
Overcast,64.44,0.89,9.48,4.54,0.94,0.0018
Overcast,65.26,0.89,9.54,5.02,0.95,0.0015
Overcast,65.48,0.88,9.69,5.24,0.97,0.0011
Overcast,65.82,0.89,9.89,5.09,0.97,0.0008
Overcast,67.44,0.86,9.86,5.11,0.95,0
Cloudy,69.33,0.83,9.23,6.27,0.88,0
Cloudy,70.1,0.8,9.84,6.86,0.88,0
Cloudy,70.14,0.81,9.81,6.12,0.93,0
Overcast,69.43,0.82,9.35,5.97,0.97,0
Drizzle,67.87,0.85,8.1,6.26,1,0.0086
Drizzle,66.62,0.89,7.83,6.15,1,0.0283
Drizzle,65.27,0.91,6.87,6.75,1,0.0356
Rain,65.04,0.92,7.51,8.74,1,0.0637
Heavy Rain,63.37,0.95,4.77,5.91,0.62,0.3021
Rain,62.45,0.95,8.88,5.42,0.79,0.0767
Rain,61.17,0.96,8.45,4.39,0.8,0.0833
Rain,61.3,0.97,4.47,2.34,0.99,0.0662
Drizzle,60.83,0.97,4.81,4.63,0.74,0.0401
Drizzle,60.38,0.98,8.14,3.42,0.88,0.0201
Drizzle,60.03,0.97,7.99,2.71,0.78,0.0127
Drizzle,59.87,0.97,7.28,2.76,0.79,0.0114
Drizzle,60.12,0.97,6.96,2.7,0.88,0.0106
Drizzle,60.31,0.95,4.62,2.78,0.81,0.0059
Cloudy,61.19,0.92,8.35,4.02,0.91,0.0042
Cloudy,62.66,0.88,9.9,4.31,0.91,0.0032
Overcast,63.44,0.86,10,4.34,0.94,0.0023
Cloudy,64.71,0.84,10,4.6,0.9,0.0008
Cloudy,66.26,0.81,10,3.77,0.67,0
Cloudy,67.74,0.76,10,2.7,0.66,0
Cloudy,69.92,0.71,10,3.7,0.53,0
Cloudy,70.91,0.69,10,4.69,0.48,0
Cloudy,70.84,0.68,10,4.33,0.42,0
Cloudy,70.22,0.7,9.71,3.82,0.27,0
Clear,69.32,0.74,9.62,3.48,0.09,0
Cloudy,66.27,0.81,9.47,3.68,0.25,0
Clear,64.29,0.85,9.34,3.6,0.21,0
Clear,62.87,0.89,9.08,3.14,0.12,0
Cloudy,60.97,0.93,8.05,2.46,0.28,0
Clear,60.45,0.91,9.61,3.26,0.18,0
Clear,59.1,0.93,9.48,3.28,0.18,0
Clear,58.23,0.94,9.29,2.28,0.19,0
Clear,57.15,0.95,9.4,2.43,0.23,0
Clear,56.55,0.95,8.82,2.41,0.24,0
Cloudy,55.72,0.95,8.33,1.76,0.3,0
Cloudy,55.07,0.95,5.9,2.2,0.47,0
Cloudy,55.06,0.94,5.03,2.36,0.72,0
Cloudy,56.58,0.91,5.58,2.67,0.56,0
Cloudy,59.79,0.85,8.5,3.82,0.45,0
Cloudy,62.79,0.79,9.66,4.01,0.56,0
Cloudy,65.2,0.74,10,4.47,0.35,0
Clear,67.62,0.7,10,3.38,0.23,0
Clear,69.88,0.67,10,3.13,0.1,0
Clear,72.15,0.63,10,3.41,0.06,0
Clear,73.74,0.59,10,3.82,0.05,0
Clear,74.6,0.57,10,4.57,0.11,0
Clear,74.66,0.57,10,4.85,0.1,0
Clear,73.24,0.6,9.9,5.99,0.08,0
Clear,70.67,0.66,9.78,6.55,0.05,0
Clear,67.11,0.74,9.5,5.61,0.06,0
Clear,64.01,0.81,9.39,4.33,0.02,0
Clear,62.05,0.84,9.26,3.35,0,0
Clear,60.81,0.87,9.19,2.96,0,0
Clear,59.17,0.91,9.83,3.14,0.13,0
Clear,58.13,0.93,9.82,2.34,0.15,0
Clear,56.53,0.94,9.5,1.74,0.16,0
Clear,56.01,0.95,8.57,1.59,0.17,0
Clear,55.59,0.96,6.92,1.04,0.22,0
Cloudy,55.06,0.96,6.7,0.81,0.74,0
Cloudy,56.36,0.96,5.45,1.67,0.93,0
Cloudy,57.25,0.96,5.89,2.48,0.68,0
Overcast,58.35,0.95,6.23,2.43,0.94,0
Cloudy,60.33,0.93,8.14,2.42,0.91,0
Cloudy,63.01,0.89,8.73,2.89,0.82,0
Cloudy,66.81,0.82,8.87,3.98,0.39,0
Cloudy,69.64,0.77,8.92,3.75,0.61,0
Cloudy,71.95,0.73,9.1,4.63,0.25,0
Clear,74.05,0.67,9.47,5.06,0.2,0
Clear,75.81,0.65,9.73,5.83,0.15,0
Clear,76.95,0.62,9.75,6.52,0.11,0
Clear,77.49,0.61,9.74,6.87,0.11,0
Clear,76.71,0.62,9.73,6.27,0.11,0
Clear,75.69,0.63,9.86,6.34,0.08,0
Clear,73.07,0.68,9.97,4.91,0.03,0
Clear,70.98,0.73,9.89,4.62,0.04,0
Clear,69.28,0.76,9.88,4.57,0.13,0
Cloudy,67.97,0.83,9.86,5.61,0.71,0
Cloudy,66.71,0.91,9.55,5.52,0.37,0
Cloudy,65.91,0.93,9.53,5.33,0.64,0
Cloudy,65.03,0.94,9.41,5.07,0.9,0
Cloudy,64.11,0.95,9.46,4.95,0.92,0
Cloudy,64.14,0.95,8.94,5.47,0.84,0
Cloudy,63.79,0.95,8.55,5.46,0.41,0
Cloudy,64.09,0.95,9.37,5.13,0.75,0.0011
Cloudy,64.34,0.95,9.32,4.98,0.6,0.0019
Cloudy,65.33,0.95,9.14,5.43,0.57,0.003
Overcast,66.69,0.94,8.48,5.37,0.99,0.0042
Overcast,67.92,0.94,7.55,6.06,0.95,0.0049
Overcast,68.21,0.95,4.13,6.35,0.99,0.0047
Overcast,69.58,0.93,6.6,5.93,0.94,0.0039
Cloudy,71.69,0.9,9.38,6.27,0.79,0.0035
Humid and Cloudy,73.24,0.89,7.51,6.5,0.8,0.0037
Humid and Cloudy,73.34,0.89,2.95,6.81,0.47,0.0043
Humid and Cloudy,74.4,0.87,5.97,7.62,0.43,0.0048
Humid and Cloudy,73.4,0.9,5.42,7.61,0.43,0.0043
Drizzle,73.11,0.91,4.44,8.1,0.54,0.0127
Drizzle,72.07,0.93,4.62,7.8,0.62,0.0097
Drizzle,71.59,0.95,6.59,8.04,0.87,0.0113
Drizzle,70.89,0.97,6.65,8.94,1,0.0441
Drizzle,70.23,0.97,6.52,8.94,1,0.0285
Drizzle,69.96,0.97,7.78,9.54,1,0.0195
Drizzle,69.4,0.96,7.63,7.54,0.97,0.017
Drizzle,69,0.97,5.94,7.52,1,0.0134
Drizzle,68.87,0.97,5.33,7.1,0.98,0.0106
Drizzle,68.56,0.97,5.69,6.94,0.95,0.0083
Drizzle,68.65,0.97,8.59,6.51,0.94,0.0072
Drizzle,68.2,0.97,7.6,5.83,0.95,0.008
Drizzle,68.55,0.97,6.04,5.17,0.98,0.01
Drizzle,68.8,0.97,5.83,4.83,1,0.0117
Drizzle,69.43,0.97,4.02,4.27,0.98,0.0117
Drizzle,70.18,0.96,3.44,3.92,0.83,0.0117
Drizzle,71.55,0.96,3.99,3.9,0.76,0.0138
Drizzle,73.52,0.93,6.95,4.8,0.53,0.0174
Drizzle,74.74,0.91,6.97,5.14,0.55,0.0232
Drizzle,74.48,0.9,7.93,6.19,0.65,0.0355
Rain,72.04,0.92,9.53,6.35,0.52,0.0637
Rain,71.2,0.92,6,6.63,0.67,0.0934
Rain,70.43,0.93,3.27,4.21,0.82,0.1147
Rain,68.81,0.95,3.79,3.69,0.97,0.1049
Rain,67.74,0.97,4.57,3.5,0.51,0.1157
Rain,66.66,0.98,4.16,3.69,0.78,0.0624
Rain,66.64,0.98,8.63,3.62,0.99,0.1093
Rain,67.13,0.98,8.57,3.33,0.96,0.0961
Rain,67.6,0.98,7.45,4.49,0.78,0.195
Rain,67.76,0.98,5.9,2.75,0.98,0.106
Rain,67.66,0.98,6.33,2.39,0.95,0.0739
Rain,68.31,0.98,7.62,2.12,0.95,0.0858
Rain,67.65,0.98,4.5,2.88,0.98,0.1776
Heavy Rain,67.41,0.98,4.88,2.42,0.57,0.2845
Heavy Rain,66.57,0.98,3.89,2.74,0.77,0.3311
Heavy Rain,65.8,0.98,9.51,3.58,0.57,0.2701
Rain,65.06,0.98,9.47,4.55,0.98,0.1481
Drizzle,64.96,0.98,9.49,4.06,0.93,0.048
Drizzle,65.6,0.97,8.72,2.84,0.83,0.0168
Drizzle,65.82,0.97,4.08,4.89,0.59,0.018
Drizzle,66.1,0.96,5.81,1.67,0.55,0.0236
Drizzle,67.01,0.95,8.85,4.05,0.93,0.0267
Drizzle,67.76,0.94,6.06,4.27,0.82,0.0341
Drizzle,68.9,0.92,9.62,4.8,0.75,0.0362
Drizzle,70.11,0.9,9.97,4.26,0.95,0.0266
Drizzle,73.19,0.84,9.88,3.53,0.77,0.0116
Cloudy,73.81,0.82,9.87,3.83,0.77,0.0017
Cloudy,72.38,0.84,9.66,2.98,0.7,0.0027
Drizzle,70.16,0.9,7.2,3.63,0.44,0.0107
Drizzle,69.07,0.94,9.62,4.09,0.4,0.0068
Clear,66.99,0.95,9.79,3.1,0.24,0.0038
Cloudy,66.33,0.96,9.66,3.8,0.31,0.0017
Cloudy,65.08,0.96,8.75,1.72,0.31,0.0011
Cloudy,64.19,0.97,7.81,0.78,0.33,0
Cloudy,65.03,0.96,6.8,1.66,0.66,0.0018
Cloudy,64.91,0.97,6.67,1.25,0.83,0.002
Cloudy,64.81,0.97,4.57,1.22,0.62,0.0019
Drizzle,64.14,0.98,5.72,0.78,0.3,0.0057
Cloudy,63.51,0.98,4.14,1.35,0.27,0.0019
Cloudy,63.32,0.98,5.42,1.27,0.57,0.0019
Cloudy,63.77,0.98,5.15,2.21,0.82,0.0024
Overcast,63.72,0.98,3.21,2.64,0.97,0.0025
Overcast,64.55,0.98,3.02,2.14,0.95,0.0013
Cloudy,65.55,0.96,3.5,3.25,0.91,0.0021
Cloudy,66.71,0.94,5.2,3.07,0.88,0.0047
Cloudy,68.5,0.91,8.7,2.17,0.87,0.001
Cloudy,70.98,0.86,9.47,2.56,0.89,0
Cloudy,73.91,0.79,9.77,2.03,0.65,0
Cloudy,74.95,0.76,9.75,2.84,0.63,0.0023
Cloudy,76.79,0.73,9.79,3.41,0.71,0
Drizzle,77.49,0.7,9.83,3.44,0.55,0.0073
Drizzle,76.72,0.71,9.82,4.09,0.51,0.0147
Drizzle,76.79,0.72,9.85,3.51,0.45,0.0088
Cloudy,75.73,0.76,9.69,3.37,0.3,0.0011
Drizzle,73.69,0.82,9.65,2,0.49,0.0282
Cloudy,71.82,0.87,9.5,0.95,0.66,0.0038
Drizzle,70.32,0.9,9.47,1.14,0.36,0.0194
Drizzle,69.19,0.92,9.39,1.63,0.34,0.0081
Cloudy,67.88,0.91,9.56,2.91,0.4,0
Cloudy,67.25,0.93,9.56,2.62,0.57,0
Cloudy,67.09,0.94,9.6,2.52,0.57,0.0022
Cloudy,67.11,0.94,9.57,1.95,0.41,0.0046
Drizzle,66.64,0.95,8.73,2.66,0.47,0.0094
Drizzle,66.2,0.95,6.86,2.99,0.57,0.0104
Drizzle,65.96,0.95,7.19,1.17,0.75,0.0158
Drizzle,64.54,0.93,6.39,2.42,0.75,0.0174
Rain,63.47,0.93,6.68,2.96,0.76,0.0838
Drizzle,64.3,0.92,7.3,2.73,0.78,0.0297
Drizzle,65.44,0.89,7.65,3.84,0.75,0.0218
Drizzle,67.04,0.86,9.33,2.71,0.73,0.0466
Drizzle,69.53,0.81,9.38,3.01,0.58,0.0127
Drizzle,71.87,0.76,9.62,2.9,0.55,0.0141
Drizzle,74.59,0.71,9.7,2.01,0.46,0.0051
Cloudy,76.5,0.66,9.85,2.45,0.39,0.0024
Cloudy,77.85,0.64,9.91,3.2,0.34,0
Cloudy,77.98,0.64,9.89,3.03,0.37,0
Cloudy,77.5,0.66,9.88,3.53,0.41,0
Clear,75.69,0.7,9.94,4.4,0.24,0.0028
Drizzle,73.15,0.75,9.55,3.67,0.18,0.0057
Clear,71,0.8,9.45,3.72,0.19,0.0016
Cloudy,69.55,0.84,9.3,3.87,0.49,0.0012
Cloudy,68.01,0.87,9.24,2.67,0.49,0.0009
Cloudy,66.74,0.87,9.54,2.44,0.27,0.0025
Clear,65.69,0.89,9.51,2.01,0.19,0.0021
Cloudy,64.67,0.91,9.49,1.78,0.31,0.0015
Cloudy,64.61,0.92,9.45,2.22,0.37,0
Cloudy,64.46,0.92,9.37,2.12,0.33,0
Cloudy,64.42,0.94,9.03,1.72,0.49,0
Cloudy,64.52,0.94,6.97,1.1,0.6,0.0009
Drizzle,63.56,0.94,7.29,4.32,0.53,0.0255
Drizzle,62.71,0.92,8.29,4.34,0.54,0.0128
Drizzle,64.33,0.87,7.66,4.14,0.34,0.0065
Drizzle,65.79,0.83,8.39,2.74,0.29,0.0077
Drizzle,66.93,0.8,8.24,0.66,0.27,0.0121
Clear,68.15,0.77,9.39,0.53,0.2,0.0017
Clear,70.73,0.73,9.53,1.64,0.16,0.0011
Clear,74.95,0.65,9.78,3.52,0.15,0.0013
Clear,78.48,0.58,9.99,3.69,0.16,0.0016
Clear,79.95,0.55,10,3.84,0.15,0.0018
Clear,80.07,0.54,10,4.56,0.16,0.0018
Clear,78.97,0.56,10,4.66,0.16,0.0017
Cloudy,76.64,0.62,10,4.7,0.3,0.0025
Cloudy,73.64,0.7,9.65,3.87,0.45,0.0012
Cloudy,71.36,0.76,9.42,2.93,0.68,0
Cloudy,69.41,0.78,9.38,2.57,0.67,0
Cloudy,66.93,0.81,9.28,1.99,0.38,0
Clear,64.6,0.85,9.82,1.5,0,0
Clear,63.04,0.89,9.82,1.13,0,0
Clear,62.23,0.9,9.81,2.72,0,0
Clear,60.95,0.91,9.79,2.82,0,0
Clear,60.54,0.91,9.77,2.5,0.01,0
Clear,59.33,0.9,9.77,2.48,0.02,0
Clear,58.3,0.9,9.52,2.49,0.02,0
Clear,57.55,0.9,9.41,2.11,0.04,0
Clear,60.14,0.87,9.4,2.65,0.03,0
Clear,66.45,0.77,9.95,2.57,0.02,0
Clear,71.51,0.65,10,1.9,0.02,0
Clear,75.24,0.52,10,2.61,0.02,0
Clear,78.02,0.41,10,3.64,0.02,0
Clear,79.58,0.4,10,4.1,0.02,0
Clear,80.12,0.39,10,3.6,0.02,0
Clear,80.86,0.39,10,3.09,0.04,0
Clear,81.01,0.39,10,4.39,0.16,0
Clear,81.13,0.4,10,3.81,0.15,0
